timestamp,crypto_mode,cpu_percent,memory_mb,net_bytes_sent,net_bytes_recv,handshake_time_us,validation_time_ms,ledger_storage_bytes
2026-06-18T06:04:55.1007293Z,pqc_falcon,0.0000,6.8350,0,0,0,0,341
2026-06-18T06:04:56.100748013Z,pqc_falcon,16.8464,6.8350,3120,4586,0,0,341
2026-06-18T06:04:57.100595584Z,pqc_falcon,12.1072,6.8350,3726,6819,0,0,341
2026-06-18T06:04:58.100841836Z,pqc_falcon,12.3584,6.8350,3726,7546,0,0,341
2026-06-18T06:04:59.100584723Z,pqc_falcon,19.7633,6.8350,12004,9592,0,0,341
2026-06-18T06:05:00.100644524Z,pqc_falcon,13.1783,6.8350,7386,10376,0,0,341
2026-06-18T06:05:01.100685537Z,pqc_falcon,20.5353,6.8350,7386,10376,0,0,341
2026-06-18T06:05:02.100319625Z,pqc_falcon,12.8417,6.8350,7386,10376,0,0,341
2026-06-18T06:05:03.100598583Z,pqc_falcon,11.6255,6.8350,10926,12274,0,0,341
2026-06-18T06:05:04.100594458Z,pqc_falcon,22.8542,10.8350,10992,12406,0,0,341
2026-06-18T06:05:05.100600077Z,pqc_falcon,18.4687,10.8350,10992,12490,0,0,341
2026-06-18T06:05:06.100654831Z,pqc_falcon,14.0206,10.8350,10992,12490,0,0,341
2026-06-18T06:05:07.100807596Z,pqc_falcon,23.5416,10.8350,10992,12490,0,0,341
2026-06-18T06:05:08.100571586Z,pqc_falcon,22.1652,10.8350,10992,12743,0,0,341
2026-06-18T06:05:09.100582823Z,pqc_falcon,15.8355,10.8350,10992,12743,0,0,341
2026-06-18T06:05:10.100824346Z,pqc_falcon,15.5682,10.8350,10992,12743,0,0,341
2026-06-18T06:05:11.100886279Z,pqc_falcon,7.4490,10.8350,11214,13371,0,0,341
2026-06-18T06:05:12.099997407Z,pqc_falcon,7.8332,10.8350,14598,14641,0,0,341
2026-06-18T06:05:13.10066107Z,pqc_falcon,16.7686,10.8350,14598,14683,0,0,341
2026-06-18T06:05:14.100407234Z,pqc_falcon,10.3624,10.8350,14598,14725,0,0,341
2026-06-18T06:05:15.100536931Z,pqc_falcon,5.0710,10.8350,14598,14725,0,0,341
2026-06-18T06:05:16.100710869Z,pqc_falcon,9.0306,10.8350,14598,14725,0,0,341
2026-06-18T06:05:17.100123097Z,pqc_falcon,9.6643,10.8350,14598,14725,0,0,341
2026-06-18T06:05:18.100203138Z,pqc_falcon,6.0790,10.8350,14598,14725,0,0,341
2026-06-18T06:05:19.100633628Z,pqc_falcon,9.3734,10.8350,14598,14725,0,0,341
2026-06-18T06:05:20.10021655Z,pqc_falcon,10.3923,10.8350,14598,14725,0,0,341
2026-06-18T06:05:21.10032224Z,pqc_falcon,6.8931,10.8350,14598,14725,0,0,341
2026-06-18T06:05:22.101014948Z,pqc_falcon,9.7300,10.8350,14598,14725,0,0,341
2026-06-18T06:05:23.100241873Z,pqc_falcon,10.1626,10.8350,14598,14725,0,0,341
2026-06-18T06:05:24.100665742Z,pqc_falcon,6.5515,10.8350,14598,14978,0,0,341
2026-06-18T06:05:25.100640257Z,pqc_falcon,5.1165,10.8350,14598,14978,0,0,341
2026-06-18T06:05:26.10035669Z,pqc_falcon,9.0118,10.8350,14598,14978,0,0,341
2026-06-18T06:05:27.10043695Z,pqc_falcon,8.5685,10.8350,14598,15384,0,0,341
2026-06-18T06:05:28.100245801Z,pqc_falcon,13.9416,10.8350,18192,17020,0,0,341
2026-06-18T06:05:29.100977313Z,pqc_falcon,7.4468,10.8350,18258,17020,0,0,341
2026-06-18T06:05:30.100738998Z,pqc_falcon,6.8263,10.8350,18258,17020,0,0,341
2026-06-18T06:05:31.100808508Z,pqc_falcon,6.7176,10.8350,18258,17020,0,0,341
2026-06-18T06:05:32.100768877Z,pqc_falcon,5.9512,11.0850,18258,17020,0,0,341
2026-06-18T06:05:33.100708906Z,pqc_falcon,7.2811,11.0850,18258,17020,0,0,341
2026-06-18T06:05:34.100512802Z,pqc_falcon,6.0284,11.0850,18258,17020,0,0,341
2026-06-18T06:05:35.100930435Z,pqc_falcon,7.0666,11.0850,18258,17020,0,0,341
2026-06-18T06:05:36.100285954Z,pqc_falcon,7.0051,11.0850,18258,17020,0,0,341
2026-06-18T06:05:37.100217158Z,pqc_falcon,5.4425,11.0850,18258,17020,0,0,341
2026-06-18T06:05:38.100514456Z,pqc_falcon,7.3999,11.0850,18258,17020,0,0,341
2026-06-18T06:05:39.100303881Z,pqc_falcon,6.4304,11.0850,18258,17020,0,0,341
2026-06-18T06:05:40.100472374Z,pqc_falcon,4.9671,11.0850,18258,17020,0,0,341
2026-06-18T06:05:41.10073697Z,pqc_falcon,7.8800,11.0850,18258,17020,0,0,341
2026-06-18T06:05:42.100183405Z,pqc_falcon,6.8493,11.0850,18258,17020,0,0,341
2026-06-18T06:05:43.100487979Z,pqc_falcon,6.9437,11.0850,18258,17020,0,0,341
2026-06-18T06:05:44.101112558Z,pqc_falcon,8.3671,11.0850,18258,17020,0,0,341
2026-06-18T06:05:45.100754333Z,pqc_falcon,6.3008,11.0850,18258,17020,0,0,341
2026-06-18T06:05:46.101067245Z,pqc_falcon,6.0253,11.0850,18258,17020,0,0,341
2026-06-18T06:05:47.100677539Z,pqc_falcon,5.9361,11.0850,18258,17020,0,0,341
2026-06-18T06:05:48.101052748Z,pqc_falcon,7.8907,11.0850,18258,17020,0,0,341
2026-06-18T06:05:49.100716712Z,pqc_falcon,7.8840,11.0850,18258,17020,0,0,341
